"Data Source","World Development Indicators",

"Last Updated Date","2020-02-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17504.3572034346","18970.1945392146","20439.8895715853","21843.228348394","23129.5016294794","23701.0565338441","24070.374776044","25520.7685597298","24087.8607168131","24810.0484803436","27068.8100927116","27613.4124290995","28388.885005329","29858.750654976","33071.3640939402","36461.3831868343","39949.1393473734","43300.4342694208","44813.1079299907","43949.6027923571","47123.3433947867","50085.9593288483","51344.5070450814","53649.8893340125","55781.7736732117","57235.1912267908","58755.3200552918","61713.4155419622","64596.5638523698","",
"Honduras","HND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2081.50666020238","2022.00160832077","2132.58620012488","2260.38859882801","2249.11230639974","2370.03449984501","2389.19600726567","2470.28940147152","2515.09969274096","2462.66963696604","2628.42451909682","2686.72692971274","2759.21244534667","2865.03961819397","3049.73377263049","3256.30017585695","3493.06359041167","3723.88430724369","3871.46939133575","3726.8261488449","3832.54540991354","3984.49726718677","4150.26586843221","4263.12015736704","4398.09663427997","4536.135356482","4683.12669637731","4916.72379247097","5138.75245733876","",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","992.200687888667","1002.46829048275","988.1453804359","991.830014202707","986.009216618828","1025.58597009627","1068.78900320827","1103.33396483966","1123.70637823319","1146.28568296356","1172.937516493","1217.64827022098","1242.20720310356","1285.8362324508","1355.63432620055","1442.38615148355","1535.64291388979","1636.7668214985","1722.8456158764","1763.04057547089","1839.38168406144","1911.89919033118","2004.26440225661","2099.71117738726","2196.52486015032","2265.70445803574","2335.35303320683","2437.00711836638","2530.64447697397","",
"Croatia","HRV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7961.20255798835","8685.08959064418","9463.79642330809","9785.11478883422","9843.81763335799","10601.6382982353","11613.4839342","12647.6391339883","13550.1729691309","14534.4522355604","15303.8626234987","17431.3047095463","19354.9821889334","20776.4481468631","19998.6846884633","19761.4849126156","20743.5063798886","21136.4032954146","21769.2799583314","22062.0257043498","23013.6220508491","24511.8948549293","26351.9070402821","27579.7808327382","",
"Haiti","HTI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1337.9824247969","1381.62293231225","1312.31840504978","1246.46856774724","1100.06052862139","1211.63015111089","1261.64154864706","1294.56908158495","1314.14645496128","1345.48769583227","1363.80419776069","1355.93100300333","1351.10611168731","1358.55349783227","1324.11389361453","1367.59987651698","1417.62964434333","1480.52853031659","1498.19967427988","1532.11010030023","1478.7362546883","1569.19815791418","1621.37147134299","1695.14160751027","1750.20293330448","1766.04423886208","1787.15940292836","1818.60669538941","1866.61758904114","",
"Hungary","HUN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8312.41677341251","8244.56323784983","8400.85142021713","8845.21374261363","9177.96592846054","9340.32525209073","9823.81415455803","10397.9331634206","10873.2478627727","11854.8198721483","13213.4452709334","14526.3882629125","15464.1715510701","16228.920550789","17073.5514251442","18342.7152343631","19045.8084134439","20696.7285678852","20678.0683119944","21569.8900784948","22894.3476393949","23148.1278813822","24498.1791614004","25604.9882089604","26668.0408752434","27171.159453304","29159.1264479462","31102.5027541193","",
"IBRD only","IBD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2872.31951985791","2956.54940106577","3041.65900760027","3207.5279181485","3338.98853694703","3508.96045239861","3716.94244867084","3916.31858659569","4004.99845164318","4165.97562466845","4450.62654345547","4664.90207806689","4897.08921234862","5230.45127584407","5734.10572391172","6281.66600631978","7014.62254414319","7759.74575520218","8378.32042136929","8633.2294857782","9317.68258653713","10083.1558477741","10706.1326667852","11318.7233630137","11931.4424206304","12396.7923821052","12989.790880013","13801.5179040676","14687.2156061088","",
"IDA & IBRD total","IBT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2573.36595490089","2644.66588213954","2714.61763505216","2846.06678825278","2948.92815437726","3089.3173346366","3262.34062942533","3423.58034494063","3495.1215044409","3624.9176501936","3857.15071529349","4034.26671506944","4226.79309034974","4498.64384760555","4913.71171667448","5364.59663306234","5957.9917549442","6558.63288655064","7049.84678759409","7253.03322416123","7792.37540484425","8389.37861950237","8878.2922254282","9365.68462398448","9851.7575940479","10208.5721792149","10653.6362941463","11276.0140642809","11956.6796617178","",
"IDA total","IDA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1364.66937945481","1397.58141628802","1421.51889911441","1428.68042489788","1434.35939744203","1477.93183218505","1536.24162342224","1572.2983153712","1602.23598291954","1638.82395920594","1703.10803881576","1774.54449594395","1856.26097392321","1942.26931853509","2083.12003012521","2239.97440662046","2400.23040805286","2564.04885899529","2686.77380269992","2780.67530461685","2911.52691461496","3033.71373782115","3168.77961276874","3340.85432558408","3517.01628775767","3627.90651060065","3715.75503735366","3871.70510653679","4059.55739519574","",
"IDA blend","IDB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2061.2336946378","2118.45895756008","2179.85426417526","2170.29182007255","2184.61101684252","2228.30078272578","2310.30858493969","2337.37466806422","2366.43417725738","2397.64178227347","2485.54864368247","2571.7112706398","2728.01941222838","2851.15208312999","3082.45442612066","3313.57485459366","3539.87964575434","3755.78716042693","3890.78924520511","4027.61209178198","4193.16882195324","4376.97308411166","4552.13656269135","4782.65442276003","5029.33854218539","5172.73839182963","5232.50882804224","5384.44143304784","5614.24668006088","",
"Indonesia","IDN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3001.91276812594","3260.80686071382","3492.2628846595","3745.1827891412","4048.52716493776","4404.66134690692","4764.20567350749","5000.95171152002","4331.49675697558","4367.43188487887","4620.5475976707","4827.43878507286","5055.35583412103","5323.1045067355","5664.89391328393","6091.92245334906","6534.07550966074","7041.48699378087","7510.10011836087","7813.09010597305","8284.50129449844","8859.13999816102","9444.948401432","10009.6654832984","10570.1950446793","11063.0622072345","11604.5252492562","12279.183275732","13079.619296594","",
"IDA only","IDX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","992.922539471043","1012.60368570517","1015.54200938444","1033.45823105188","1034.91343745337","1079.90748662883","1126.06032851651","1168.15736968554","1199.12061897106","1239.77283623141","1292.18661946325","1357.38870748613","1398.87074738821","1466.42605242913","1559.78273997328","1678.36470253576","1804.7579872593","1942.26899771907","2059.93619535111","2130.76257948116","2242.84162652156","2331.34778110168","2444.9445004246","2585.75734117309","2723.94751649453","2817.38317160352","2921.94712232625","3082.51650346444","3249.85440692779","",
"Isle of Man","IMN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1236.67120819417","1265.91748059867","1338.66459528565","1407.4738024954","1503.74541713472","1620.17538748404","1741.08440369035","1808.70836381795","1906.77989953013","2067.74099448989","2156.68991916578","2270.71856303313","2354.26509965766","2544.11225096444","2774.42085837585","3039.12869822893","3331.59212661129","3628.00133755894","3757.28918358341","4026.38083277249","4360.15405040966","4624.56140396297","4909.58407584908","5252.27239741271","5682.73128543749","6133.88701518465","6634.84457365362","7168.99248444753","7762.88176956734","",
"Not classified","INX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13738.2659843886","14393.9459799879","15110.7146151153","15806.0355559161","17005.5851512604","18937.5555082594","20479.1673397556","22625.5767302857","25059.4594540406","26995.2612894747","30177.827878672","32546.0914773789","35212.0947152903","36237.7712777675","38669.2041409419","40437.7745791191","44204.9969040869","46759.714841514","44283.7301119233","41621.718321539","43295.0179148943","44855.3247012361","46256.5688825764","47897.2916625856","51067.9767132391","69056.0460368695","70522.225919013","77596.3550528709","83203.3946770927","",
"Iran, Islamic Rep.","IRN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7374.55872926197","8373.03583829436","8641.60675812385","8797.16267136449","8722.59643863316","8982.46177406508","9488.51733833584","9569.41414349292","9758.72681229726","9856.57439754054","10533.5247847582","10713.5831538826","11528.7706833742","12611.4655116221","13355.1430214772","14045.2084944317","15023.0844357647","16501.9742671559","16681.7949720279","16791.0588830626","17767.5022142136","18400.9062905794","17149.7392216707","17202.3003001436","18101.7762970666","17817.6364749318","20150.3222604152","21011.2883087802","","",
"Iraq","IRQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7498.15983154022","2713.69649448988","3577.50474513366","4632.51681158274","4766.88312586364","4819.55314316487","5282.53320806754","6315.37986100436","8349.80879052701","9659.24960942657","9717.65825420307","9861.52026513667","9055.55115425569","5999.13099129641","9255.53031971093","9738.63913850825","10840.8175772592","11098.1313804646","12040.2459703622","12287.7296540565","12884.9038434017","13693.9763684829","15320.8864698408","16133.5652409149","15950.1962930714","15981.3150918279","18085.8764733014","17519.05421645","17435.8539331446","",
"Iceland","ISL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21984.3866489651","22415.6989165244","21876.375374203","22459.2970878595","23561.5916640666","23953.3910239703","24784.3783778428","26910.4362659247","28688.2292192719","29523.1915414877","29710.5515535389","31775.1584348474","32524.0232505223","32619.3587350993","35608.0694559604","37233.1962853091","39093.9519586874","41160.2365118634","43318.3527469996","41905.3660341379","39576.9712388463","40767.2364144887","41926.3419355085","44157.5524601264","45714.8938116702","48728.0993642438","52582.2938522275","55322.0901345058","57303.060783165","",
"Israel","ISR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15171.3022376391","15909.4931263123","16939.0964853941","17580.7125565753","18796.8297532421","19919.4675441806","20755.2333375571","21415.6180513916","22052.4154287638","22584.9385429207","24931.038872001","24918.0042798502","25224.8787374278","23821.5450976066","25224.3644765757","24831.4499182696","25678.7142850591","27487.8446225651","27433.0634931255","27501.2941429847","28861.9399087042","30539.963366648","31693.917871933","34145.7125990963","34212.9444888986","35436.8108730888","37463.1990777849","38866.1107012773","39919.1696489174","",
"Italy","ITA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18608.7882670475","19520.557906595","20118.295650509","20406.8418014149","21286.6023640162","22359.9827460467","23029.5000345826","23873.3449198404","25020.6586237194","25602.3894720393","27076.1867962252","28045.448432517","28736.5771073504","29164.5952658333","29527.7909380513","30130.6444569128","32419.9361477515","34108.2042928282","35523.2713104342","34610.0314472579","35155.6680557794","36598.0149693024","36486.2967870302","36314.6971007775","36194.873918843","36909.3283742734","39178.3999979522","41200.0287210871","41830.4263276444","",
"Jamaica","JAM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4738.03525798077","5094.35417366337","5265.46908792636","5841.96604636208","5990.27962508974","6198.66335946272","6243.56134121296","6217.36483149332","6081.81933079143","6177.90246746295","6318.64261909825","6495.14700297789","6684.32279000524","7014.85456669768","7257.34031590721","7508.98819198958","7918.87943430991","8206.86618603519","8257.87039405455","7920.23110484866","7853.97486377086","8112.12923009471","8170.12900182618","8306.75523619801","8473.74342693856","8595.88658964909","8763.300248235","8974.33981952621","9326.66405867008","",
"Jordan","JOR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4128.38126877135","4120.93935682485","4728.46862586493","4794.78459196155","4897.95313100679","5103.47854931598","5143.97020584202","5276.78117280359","5389.84559874096","5555.4386474189","5815.87353238663","6142.84266277533","6476.61252635302","6724.04338639789","7300.2190092492","7879.09502231991","8443.67723499297","8983.91303902707","9369.8844961468","9471.84356825329","9306.48879741245","9235.87913208618","9151.7324728848","9093.01001487925","9123.97870874389","9089.00686440822","9092.95427812441","9241.51375429203","9478.90458750285","",
"Japan","JPN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19561.2017442829","20849.0176763989","21451.6741302943","21792.3354840529","22402.2664281056","23409.6402941224","24515.11627925","25146.2004313157","25074.057693144","25325.7072638772","26838.6913604846","27472.5471191491","28160.1076146939","28924.6821605164","30348.0419689178","31663.4530989772","33090.1962558485","34501.5090143849","34798.7658977271","33198.616113072","34986.9945402402","35774.6967129559","37191.3859456258","38974.0794886127","39179.155610609","40396.2432092141","41118.0780381719","41958.9621557727","42797.4585169914","",
"Kazakhstan","KAZ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8468.79360498629","7743.56565830162","7505.47608700431","7022.86502106185","6360.67103338892","6066.9140680063","6303.64413672389","6625.20676516152","6686.91104844295","7033.2848776628","7918.94700363574","9200.7844571847","10261.8349647859","11386.1132268159","12726.3994350879","14268.3375381591","16101.8329632671","17801.1435283837","18519.2510987782","18392.8849850481","19685.3517063285","21276.9340240625","22407.9833148643","23823.8861287707","24924.3702090645","25123.3179899728","25314.8655360646","26490.8437742588","27879.7519462896","",
"Kenya","KEN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1523.7385002487","1545.981858272","1518.75266491991","1511.86546255476","1536.9195532503","1590.03821943825","1637.8616427678","1626.99843560732","1652.54493866954","1668.27125073875","1669.31881735885","1722.77206623963","1712.50683094794","1747.46454477529","1835.48186319305","1950.28767014442","2081.16429762489","2221.12281198187","2207.64203168337","2235.6801113298","2385.99264504313","2515.92747137232","2610.73799579767","2740.02864000564","2867.10191001328","2988.07328220834","3121.83048906587","3258.15449927434","3467.55647830821","",
"Kyrgyz Republic","KGZ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2254.80068242115","2113.19865941102","1839.82091667958","1591.79046055674","1299.70088767066","1242.51566978768","1334.99822966775","1471.05605721017","1496.05086928297","1549.92798174855","1650.78550319617","1759.98981239163","1771.18588863959","1910.77178046053","2074.83559428422","2111.7571521196","2219.18578578535","2449.99965325597","2681.89343420632","2746.97206910092","2733.07926789609","2920.6032099095","2921.60378315197","3232.12875424521","3356.98344766007","3453.36074582615","3567.81268444757","3733.60613755552","3884.70880922506","",
"Cambodia","KHM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1150.28594229675","740.129781480723","804.123917301806","841.33893018506","865.266996551254","892.13179916577","995.459838365337","1101.81579375203","1185.43325223969","1259.81370531937","1368.70089263429","1525.92872403812","1754.17113655131","1971.56304190576","2198.29217452997","2355.90362441774","2340.55856673089","2470.70415543532","2658.06255249593","2860.14673412939","3073.31814301847","3300.61675016579","3513.82355955613","3742.95879263803","4019.67998509631","4360.85440445566","",
"Kiribati","KIR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1261.45841116292","1281.25349460636","1302.95774919272","1328.54606000592","1363.1355270488","1372.86302361117","1400.4339363322","1425.13452083464","1509.9000513741","1482.3975875547","1583.0876106446","1567.04121480786","1624.56534175181","1658.86322839244","1644.95458417253","1744.97485810154","1758.45949759349","1800.75489371694","1756.7303434587","1745.98690684999","1716.05922699588","1749.23346125585","1837.99193779004","1921.61445919552","1917.62741344392","2110.11727296233","2210.8507193333","2227.92099491753","2293.92033296962","",
"St. Kitts and Nevis","KNA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10181.7593807475","10299.1540966332","10897.7137970391","11787.8849946739","12531.006106375","13336.0179558561","14237.9999737845","15334.9864419369","15301.1390408313","15877.402415626","17734.6200399462","18898.4278927712","19424.9533197676","18861.590231331","19903.8892248074","22257.6282131827","23359.9582556402","23754.9084061971","25570.3124825801","24685.2582149067","24033.3203844975","24766.1960531915","24461.132483834","25999.0328016508","27910.1501604086","28261.4120646373","29137.8218520776","28869.6891919088","30207.7902129967","",
"Korea, Rep.","KOR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8273.40604467847","9345.8228552226","10044.1906313751","10875.1243700638","12008.4737680318","13299.1614387072","14433.0008953627","15406.2203814726","14621.2996761166","16392.8086272699","18082.9548016345","19168.2151242357","20775.1051401435","21376.766166259","22936.8116300302","24196.4238503746","25820.9716329396","27822.276531614","28655.9835241828","28325.2092954875","30365.2783684757","31228.5106952266","32097.164002476","32615.7725895835","33587.5833961446","35760.734442377","37142.832902789","38824.1153902612","40111.7757574615","",
"Kuwait","KWT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59810.8860089748","60485.3054047324","59975.5257196685","58721.778617559","54891.1797411935","56067.0590756739","55831.3546128736","57502.2645597083","67935.0551459142","75549.6717371424","83521.9999006255","88482.9835752878","91290.7151414351","89916.4733534645","79265.5930687249","73817.9769800998","78021.6716759992","80209.8145314314","78399.2471705726","76703.3116715044","75042.1419674516","75689.2757480588","71695.5642102118","72897.562345371","",
"Latin America & Caribbean (excluding high income)","LAC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5916.95556130514","6228.51384128398","6422.46014868553","6966.45403997246","7325.53465147417","7431.10263021907","7703.70131727707","8109.25731715581","8249.79411860119","8235.677590214","8601.42624567425","8709.58541806731","8739.75478908521","8952.76239766419","9627.78137249047","10241.9696729585","11057.7610037669","11848.6337145066","12493.6423026431","12292.1169813095","13046.6576814841","13886.9502198225","14365.8539477753","14840.8946506905","15156.8857402321","15097.0536638677","14947.6947128162","15259.1960713067","15663.0745883239","",
"Lao PDR","LAO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1108.38698079944","1162.14619468188","1220.94923716559","1289.50902248958","1389.64080471822","1483.87125722633","1581.56040599868","1685.64747637852","1739.7716982222","1861.01428499776","1979.53783828736","2105.34274498429","2230.72500331119","2373.96359814939","2553.68469494692","2776.51767224465","3056.92731902409","3321.33933615938","3589.50200054143","3823.69226912636","4130.54718739444","4485.18112656039","4863.7917323043","5267.28464351982","5689.82855013268","6075.9527986298","6473.24369563824","6942.23841658624","7439.5993595197","",
"Lebanon","LBN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3623.30198693858","5370.69069329316","6074.96523559207","6527.67042578687","6874.4671651088","7206.50158106477","7980.55442670674","8096.7174582128","8407.33825373287","8361.10019953299","8448.5297294455","8632.38592929927","8654.47791969592","8672.16365437753","9091.1631793197","9366.76544452351","9688.65623535171","10860.9208888184","12102.8368056162","13286.6125663111","14111.1913921487","13841.5350103708","13610.8883532687","13309.0199529047","13049.0329582958","12695.4101431083","12693.5641823956","12813.8695525543","13081.1074629124","",
"Liberia","LBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1048.6947687259","1063.61081340648","1094.84937391824","765.7607838077","791.899300566878","837.661323587308","901.315450904391","974.919319632846","1021.82398381432","1041.94548614859","1078.9460461099","1154.40937039294","1234.28081872855","1329.04928288563","1328.91311080663","1309.26956499188","1269.88622269703","1293.41593413888","1308.62953596446","",
"Libya","LBY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16706.1267069509","17437.0857027892","17230.9110576969","17060.3186587007","19326.3760015303","20406.8275620111","23181.2679629022","25053.957398636","26958.6333569799","27825.0708346714","27474.4903790716","28890.3654535984","11096.1563633459","25080.9683779471","21929.5035056634","16870.4851323309","15403.5732227291","14964.5228796856","19056.8042970874","20764.1641363784","",
"St. Lucia","LCA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6250.98000539962","6395.13913288559","6973.16478385098","7097.44972422782","7279.90921680687","7470.47976520572","7726.277043531","7697.43081688674","8159.43660421764","8390.06188594575","8486.85469910429","8300.63141605943","8402.60691327445","8860.38463554213","9682.61400265061","9845.84188218068","10644.3046253462","11005.9896505643","11614.1666218039","11384.5559564734","11428.5117084714","12049.2093550579","12168.5783830481","12078.3636233333","12416.8734477927","12520.7632228418","12990.8077463866","13505.4547723963","13881.3721333448","",
"Latin America & Caribbean","LCN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5970.1960687492","6290.59790610742","6510.63482980036","7052.98868206628","7421.26642485912","7555.12496896044","7845.72108931205","8268.48182329493","8430.02826178864","8430.46094320527","8808.1728329556","8938.31344343473","8981.18126988331","9210.35916013587","9915.3275143797","10544.1804032931","11430.601346788","12239.5287271383","12855.8209700847","12648.6347426106","13438.0594825761","14320.897449019","14831.7318120233","15329.5865591277","15654.7368357399","15606.1546149109","15476.0124431145","15825.8755908408","16251.0192494865","",
"Least developed countries: UN classification","LDC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","893.391788694395","915.364099046036","920.891207219572","923.051752964618","928.603920968535","976.041690286302","1023.93081642695","1064.27335632012","1092.07795110294","1129.43164633324","1179.1416474681","1240.18582370672","1289.12706827312","1352.06727715384","1447.21719459268","1573.83162472124","1705.14094024428","1850.1501771144","1972.00572600029","2038.56471416318","2145.35488111593","2221.76232640226","2325.89361840214","2448.86594549899","2572.91082556664","2650.3999364952","2728.23287547777","2857.6755888574","2995.44775813073","",
"Low income","LIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","932.397278530987","939.249280920902","907.544760905188","905.190599236985","905.532663634789","936.261209684449","972.330863245403","999.187685412022","1016.38952055122","1041.88354346705","1070.44764558759","1118.75934739556","1142.25649781093","1183.80677649529","1255.01294140412","1340.90791206716","1419.14766361318","1508.63717480393","1586.55466743094","1638.53409392094","1729.03345168428","1774.89838882778","1833.55853774313","1932.0193481905","2029.2152286298","2057.38178507221","2095.55167758656","2184.87457681628","2287.80688750076","",
"Liechtenstein","LIE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2344.67173794944","2505.10756389944","2644.60592597434","2863.71296758477","3059.69484498492","3268.85051168389","3431.79663560793","3693.74822126722","3891.08469100915","4095.24863549029","4410.98773494795","4406.60000182586","4616.96935236123","4940.19626438869","5304.42742378006","5764.1324586027","6344.93922756809","6906.99654760132","7407.32479247975","7674.35094190846","8328.90662006486","9155.65879207134","10171.4244731234","10618.202082801","11250.3092438959","11830.695749286","12359.3458644956","12878.5886711718","13473.6630942698","",
"Lower middle income","LMC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1825.84791555464","1874.74031782124","1938.28506698038","1982.81865558761","2047.47333985386","2155.16305167173","2282.73534592144","2366.65768103875","2373.08762544158","2481.13103288687","2601.49044736133","2728.87061196862","2846.38296783993","3027.38236515448","3272.30013184054","3541.64613830848","3843.31359172893","4157.54976441761","4358.96765460077","4546.74756185477","4838.1538641125","5104.08145857239","5386.54740265389","5704.05144249639","6056.98052771715","6385.85722088448","6741.40547197421","7166.04859496344","7655.13787487705","",
"Low & middle income","LMY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2517.22346486422","2589.8890036848","2655.40829981032","2783.33979247629","2881.45248772833","3015.69962528594","3183.05378781275","3337.85400689352","3404.64729572728","3532.28904940442","3760.59018766607","3934.9797461973","4123.25387990666","4392.28843694006","4799.67789275649","5247.20363464843","5825.82071770776","6415.03330582836","6900.39271473544","7102.48444224629","7629.58718151928","8213.14222644149","8696.66487102768","9179.87580499162","9664.15434711878","10017.1372331406","10460.812779638","11070.9549500771","11746.3599258477","",
"Lesotho","LSO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","843.071504047596","911.547137120007","974.938464193311","1010.41716023366","1070.7373628367","1106.99689441023","1168.39442974749","1211.42193157305","1225.54107236405","1235.41416203667","1303.54353427505","1377.59123013368","1413.61527575002","1514.08608475158","1590.9428319361","1705.71688728589","1837.35620522992","1980.90015391975","2155.30697822354","2215.17737497386","2378.56357773583","2578.63963387474","2767.67561032681","2857.76883364933","2972.01294621374","3062.06883551349","3170.57860755126","3132.49553353576","3219.45715691253","",
"Late-demographic dividend","LTE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2856.18873791424","2952.87856220328","3016.48527705538","3192.93470901611","3375.50869601598","3603.75103056514","3822.36893982621","4053.80704172153","4164.52097330718","4373.50658264566","4751.74299208431","5072.11193985892","5444.45980453081","5915.31114291301","6530.99302155103","7236.48364090774","8237.19036937106","9269.01777987801","10209.0408413252","10608.221850193","11537.7501813495","12702.9841505386","13621.5931464929","14497.9113975095","15330.1241812643","15955.4880350804","16689.0103009237","17812.9010598493","19073.3599520866","",
